order_id,customer_id,order_date,order_status,payment_method,subtotal,discount_amount,shipping_fee,tax_amount,total_order_value,delivery_city,delivery_state,coupon_code,is_failed_order,is_returned,revenue_leakage_flag,refund_amount,revenue_loss_amount,net_revenue
4634,10128,2025-10-21,Returned,UPI,11835.33,528.71,0.0,2035.19,13341.81,Hyderabad,Telangana,FESTIVE20,No,Yes,Yes,27,27.0,13314.81
4635,10128,2025-11-19,Delivered,Debit Card,7597.08,0.0,0.0,1367.47,8964.55,Hyderabad,Telangana,No Coupon,No,No,No,265,0.0,8699.55
4636,8753,2025-08-12,Delivered,UPI,79210.32,3013.03,0.0,13715.51,89912.8,Pune,Maharashtra,FESTIVE20,No,No,No,487,0.0,89425.8
4637,9489,2024-10-22,Delivered,UPI,3970.58,0.0,0.0,714.7,4685.28,Patna,Bihar,No Coupon,No,No,No,184,0.0,4501.28
4638,3802,2026-05-31,Delivered,Credit Card,197643.18,20051.12,0.0,31966.57,209558.63,Lucknow,Uttar Pradesh,SAVE10,No,No,No,75,0.0,209483.63
4639,3802,2026-06-20,Delivered,COD,92951.15,3065.45,0.0,16179.43,106065.13,Lucknow,Uttar Pradesh,SAVE10,No,No,No,72,0.0,105993.13
4640,8654,2024-10-07,Returned,UPI,118273.99,1989.37,0.0,20931.23,137215.85,Delhi,Delhi,FESTIVE20,No,Yes,Yes,336,336.0,136879.85
4641,8654,2024-10-22,Returned,UPI,47120.94,5177.65,0.0,7549.79,49493.08,Delhi,Delhi,PAYTM50,No,Yes,Yes,47,47.0,49446.08
4642,5622,2024-12-07,Delivered,Credit Card,1108.44,0.0,0.0,199.52,1307.96,Chennai,Tamil Nadu,No Coupon,No,No,No,242,0.0,1065.96
4643,5622,2025-01-03,Delivered,UPI,521.58,0.0,50.0,93.88,665.46,Chennai,Tamil Nadu,No Coupon,No,No,No,438,0.0,227.46000000000004
4644,692,2025-01-27,Failed,Debit Card,26807.56,355.9,0.0,4761.3,31212.96,Jaipur,Rajasthan,SAVE10,Yes,No,Yes,331,31212.96,30881.96
4645,10293,2025-03-23,Delivered,COD,21018.4,1035.47,0.0,3596.93,23579.86,Delhi,Delhi,PAYTM50,No,No,No,492,0.0,23087.86
4646,10293,2025-04-20,Cancelled,Credit Card,6578.72,664.57,0.0,1064.55,6978.7,Delhi,Delhi,BIGBASH,No,No,No,241,0.0,6737.7
4647,10463,2024-10-10,Delivered,UPI,74127.77,0.0,0.0,13343.0,87470.77,Delhi,Delhi,No Coupon,No,No,No,290,0.0,87180.77
4648,1944,2026-05-14,Delivered,Debit Card,125262.49,2074.07,0.0,22173.92,145362.34,Kochi,Kerala,BIGBASH,No,No,No,448,0.0,144914.34
4649,4915,2025-07-05,Failed,Net Banking,996.62,88.04,50.0,163.54,1122.12,Mumbai,Maharashtra,SAVE10,Yes,No,Yes,233,1122.12,889.1199999999999
4650,8004,2025-03-26,Delivered,Net Banking,198456.5,21404.11,0.0,31869.43,208921.82,Ahmedabad,Gujarat,SAVE10,No,No,No,293,0.0,208628.82
4651,8004,2025-04-13,Delivered,UPI,217552.28,0.0,0.0,39159.41,256711.69,Ahmedabad,Gujarat,No Coupon,No,No,No,107,0.0,256604.69
4652,8769,2025-06-21,Cancelled,Credit Card,767.7,0.0,50.0,138.19,955.89,Chennai,Tamil Nadu,No Coupon,No,No,No,263,0.0,692.89
4653,170,2024-08-15,Delivered,UPI,2002.68,0.0,0.0,360.48,2363.16,Kochi,Kerala,No Coupon,No,No,No,354,0.0,2009.16
4654,170,2024-09-19,Failed,Wallet,86438.74,0.0,0.0,15558.97,101997.71,Kochi,Kerala,No Coupon,Yes,No,Yes,55,101997.71,101942.71
4655,2571,2025-12-06,Delivered,Credit Card,19196.73,881.57,0.0,3296.73,21611.89,Patna,Bihar,SAVE10,No,No,No,383,0.0,21228.89
4656,2571,2025-12-22,Delivered,COD,18286.67,0.0,0.0,3291.6,21578.27,Patna,Bihar,No Coupon,No,No,No,18,0.0,21560.27
4657,1733,2024-12-07,Delivered,Net Banking,14994.53,0.0,0.0,2699.02,17693.55,Hyderabad,Telangana,No Coupon,No,No,No,157,0.0,17536.55
4658,1733,2025-01-11,Failed,UPI,57511.8,0.0,0.0,10352.12,67863.92,Hyderabad,Telangana,No Coupon,Yes,No,Yes,121,67863.92,67742.92
4659,1842,2025-04-01,Delivered,Net Banking,174.01,11.8,50.0,29.2,241.41,Jaipur,Rajasthan,WELCOME100,No,No,No,18,0.0,223.41
4660,1842,2025-04-20,Returned,UPI,522.2,19.9,50.0,90.41,642.71,Jaipur,Rajasthan,BIGBASH,No,Yes,Yes,129,129.0,513.71
4661,6279,2025-12-16,Delivered,UPI,31873.32,3150.09,0.0,5170.18,33893.41,Mumbai,Maharashtra,PAYTM50,No,No,No,343,0.0,33550.41
4662,4276,2026-03-29,Failed,Credit Card,136325.67,0.0,0.0,24538.62,160864.29,Mumbai,Maharashtra,No Coupon,Yes,No,Yes,33,160864.29,160831.29
4663,4276,2026-05-08,Delivered,COD,4694.51,693.65,0.0,720.15,4721.01,Mumbai,Maharashtra,FESTIVE20,No,No,No,311,0.0,4410.01
4664,889,2024-12-14,Returned,UPI,103987.58,4290.8,0.0,17945.42,117642.2,Kolkata,West Bengal,BIGBASH,No,Yes,Yes,70,70.0,117572.2
4665,4874,2026-04-25,Delivered,COD,175819.52,4626.77,0.0,30814.69,202007.44,Lucknow,Uttar Pradesh,WELCOME100,No,No,No,468,0.0,201539.44
4666,4874,2026-06-01,Delivered,Net Banking,56093.44,2705.78,0.0,9609.78,62997.44,Lucknow,Uttar Pradesh,SAVE10,No,No,No,252,0.0,62745.44
4667,3250,2026-07-01,Delivered,UPI,71095.41,0.0,0.0,12797.17,83892.58,Delhi,Delhi,No Coupon,No,No,No,12,0.0,83880.58
4668,8130,2026-02-16,Delivered,UPI,553.98,20.04,50.0,96.11,680.05,Hyderabad,Telangana,WELCOME100,No,No,No,5,0.0,675.05
4669,2509,2025-01-18,Delivered,COD,4932.36,664.94,0.0,768.14,5035.56,Ahmedabad,Gujarat,PAYTM50,No,No,No,480,0.0,4555.56
4670,2509,2025-02-07,Delivered,Credit Card,16917.54,1892.62,0.0,2704.49,17729.41,Ahmedabad,Gujarat,FESTIVE20,No,No,No,251,0.0,17478.41
4671,7897,2025-02-13,Delivered,Debit Card,7620.14,515.74,0.0,1278.79,8383.19,Bengaluru,Karnataka,BIGBASH,No,No,No,339,0.0,8044.19
4672,7897,2025-03-06,Delivered,UPI,36231.4,2161.94,0.0,6132.5,40201.96,Bengaluru,Karnataka,BIGBASH,No,No,No,264,0.0,39937.96
4673,4232,2025-02-08,Cancelled,UPI,15088.26,1045.27,0.0,2527.74,16570.73,Hyderabad,Telangana,SAVE10,No,No,No,213,0.0,16357.73
4674,4232,2025-02-23,Returned,UPI,47166.76,3073.35,0.0,7936.81,52030.22,Hyderabad,Telangana,PAYTM50,No,Yes,Yes,105,105.0,51925.22
4675,2494,2025-05-07,Delivered,UPI,40554.54,2519.17,0.0,6846.37,44881.74,Delhi,Delhi,PAYTM50,No,No,No,274,0.0,44607.74
4676,6565,2025-05-09,Returned,UPI,4423.88,8.4,0.0,794.79,5210.27,Patna,Bihar,FESTIVE20,No,Yes,Yes,470,470.0,4740.27
4677,6565,2025-06-10,Cancelled,UPI,1326.94,57.43,0.0,228.51,1498.02,Patna,Bihar,WELCOME100,No,No,No,480,0.0,1018.02
4678,8255,2025-10-30,Delivered,UPI,112360.89,0.0,0.0,20224.96,132585.85,Hyderabad,Telangana,No Coupon,No,No,No,330,0.0,132255.85
4679,8255,2025-11-23,Failed,UPI,124594.78,9412.86,0.0,20732.75,135914.67,Hyderabad,Telangana,PAYTM50,Yes,No,Yes,409,135914.67,135505.67
4680,3066,2026-02-27,Failed,UPI,848.45,112.39,50.0,132.49,918.55,Indore,Madhya Pradesh,WELCOME100,Yes,No,Yes,184,918.55,734.55
4681,3066,2026-04-08,Delivered,UPI,2317.3,0.0,0.0,417.11,2734.41,Indore,Madhya Pradesh,No Coupon,No,No,No,186,0.0,2548.41
4682,3866,2025-07-22,Delivered,COD,3180.63,0.0,0.0,572.51,3753.14,Indore,Madhya Pradesh,No Coupon,No,No,No,72,0.0,3681.14
4683,3866,2025-08-08,Failed,Debit Card,52783.97,0.0,0.0,9501.11,62285.08,Indore,Madhya Pradesh,No Coupon,Yes,No,Yes,181,62285.08,62104.08
4684,9226,2025-11-06,Delivered,UPI,236469.24,0.0,0.0,42564.46,279033.7,Chennai,Tamil Nadu,No Coupon,No,No,No,414,0.0,278619.7
4685,5991,2025-06-27,Delivered,Wallet,13430.27,1405.47,0.0,2164.46,14189.26,Ahmedabad,Gujarat,PAYTM50,No,No,No,45,0.0,14144.26
4686,5991,2025-07-31,Returned,UPI,6685.35,0.0,0.0,1203.36,7888.71,Ahmedabad,Gujarat,No Coupon,No,Yes,Yes,466,466.0,7422.71
4687,9315,2026-04-16,Delivered,UPI,58923.09,2842.88,0.0,10094.44,66174.65,Patna,Bihar,BIGBASH,No,No,No,474,0.0,65700.65
4688,9315,2026-05-04,Delivered,Credit Card,45775.71,0.0,0.0,8239.63,54015.34,Patna,Bihar,No Coupon,No,No,No,406,0.0,53609.34
4689,5072,2025-06-24,Delivered,Credit Card,51731.28,3035.72,0.0,8765.2,57460.76,Delhi,Delhi,PAYTM50,No,No,No,147,0.0,57313.76
4690,5072,2025-07-22,Delivered,Net Banking,103384.06,10319.68,0.0,16751.59,109815.97,Delhi,Delhi,FESTIVE20,No,No,No,84,0.0,109731.97
4691,2182,2025-03-31,Failed,Debit Card,796.08,0.0,50.0,143.29,989.37,Ahmedabad,Gujarat,No Coupon,Yes,No,Yes,371,989.37,618.37
4692,2182,2025-05-06,Delivered,Wallet,114670.41,5604.31,0.0,19631.9,128698.0,Ahmedabad,Gujarat,WELCOME100,No,No,No,83,0.0,128615.0
4693,4249,2024-09-14,Delivered,Credit Card,53626.56,0.0,0.0,9652.78,63279.34,Kochi,Kerala,No Coupon,No,No,No,271,0.0,63008.34
4694,410,2026-08-02,Delivered,UPI,158565.88,656.84,0.0,28423.63,186332.67,Mumbai,Maharashtra,WELCOME100,No,No,No,409,0.0,185923.67
4695,3945,2025-04-05,Delivered,UPI,823.08,4.97,50.0,147.26,1015.37,Patna,Bihar,PAYTM50,No,No,No,413,0.0,602.37
4696,9376,2024-10-07,Delivered,Credit Card,78857.81,8673.97,0.0,12633.09,82816.93,Indore,Madhya Pradesh,PAYTM50,No,No,No,65,0.0,82751.93
4697,2518,2026-05-28,Delivered,Credit Card,112481.7,0.0,0.0,20246.71,132728.41,Ahmedabad,Gujarat,No Coupon,No,No,No,485,0.0,132243.41
4698,2518,2026-06-22,Delivered,UPI,204281.39,0.0,0.0,36770.65,241052.04,Ahmedabad,Gujarat,No Coupon,No,No,No,406,0.0,240646.04
4699,6678,2024-08-18,Delivered,Net Banking,114551.26,6134.89,0.0,19514.95,127931.32,Ahmedabad,Gujarat,SAVE10,No,No,No,276,0.0,127655.32
4700,1423,2024-09-12,Delivered,COD,4243.23,0.0,0.0,763.78,5007.01,Kochi,Kerala,No Coupon,No,No,No,383,0.0,4624.01
4701,1922,2024-09-26,Delivered,COD,62172.56,3636.99,0.0,10536.4,69071.97,Kochi,Kerala,PAYTM50,No,No,No,151,0.0,68920.97
4702,1922,2024-10-20,Delivered,UPI,27775.68,0.0,0.0,4999.62,32775.3,Kochi,Kerala,No Coupon,No,No,No,456,0.0,32319.300000000003
4703,1166,2024-09-02,Failed,Credit Card,87171.31,0.0,0.0,15690.84,102862.15,Pune,Maharashtra,No Coupon,Yes,No,Yes,301,102862.15,102561.15
4704,1166,2024-09-20,Delivered,Wallet,137211.67,10830.5,0.0,22748.61,149129.78,Pune,Maharashtra,BIGBASH,No,No,No,174,0.0,148955.78
4705,2067,2026-01-16,Returned,UPI,11134.49,0.0,0.0,2004.21,13138.7,Indore,Madhya Pradesh,No Coupon,No,Yes,Yes,150,150.0,12988.7
4706,5959,2026-02-27,Delivered,UPI,11614.93,630.0,0.0,1977.29,12962.22,Lucknow,Uttar Pradesh,WELCOME100,No,No,No,456,0.0,12506.22
4707,5959,2026-03-14,Delivered,UPI,3864.77,171.12,0.0,664.86,4358.51,Lucknow,Uttar Pradesh,FESTIVE20,No,No,No,7,0.0,4351.51
4708,8995,2026-04-17,Delivered,UPI,87546.76,5100.99,0.0,14840.24,97286.01,Jaipur,Rajasthan,PAYTM50,No,No,No,373,0.0,96913.01
4709,8995,2026-05-20,Failed,COD,118273.99,0.0,0.0,21289.32,139563.31,Jaipur,Rajasthan,No Coupon,Yes,No,Yes,132,139563.31,139431.31
4710,6921,2026-05-09,Delivered,COD,9087.52,0.0,0.0,1635.75,10723.27,Patna,Bihar,No Coupon,No,No,No,139,0.0,10584.27
4711,2259,2025-03-01,Delivered,UPI,86983.02,7972.83,0.0,14221.83,93232.02,Kolkata,West Bengal,FESTIVE20,No,No,No,468,0.0,92764.02
4712,9781,2025-05-15,Delivered,UPI,60517.64,7839.12,0.0,9482.13,62160.65,Hyderabad,Telangana,BIGBASH,No,No,No,97,0.0,62063.65
4713,3163,2025-05-25,Delivered,UPI,2113.22,170.48,0.0,349.69,2292.43,Jaipur,Rajasthan,WELCOME100,No,No,No,136,0.0,2156.43
4714,8066,2024-10-30,Delivered,COD,823.92,17.47,50.0,145.16,1001.61,Delhi,Delhi,SAVE10,No,No,No,393,0.0,608.61
4715,4004,2026-07-06,Delivered,Net Banking,2570.65,0.0,0.0,462.72,3033.37,Chennai,Tamil Nadu,No Coupon,No,No,No,200,0.0,2833.37
4716,2191,2024-12-16,Delivered,COD,3823.75,535.19,0.0,591.94,3880.5,Bengaluru,Karnataka,SAVE10,No,No,No,363,0.0,3517.5
4717,9280,2024-10-12,Delivered,Wallet,4770.92,12.0,0.0,856.61,5615.53,Kochi,Kerala,PAYTM50,No,No,No,248,0.0,5367.53
4718,9280,2024-11-01,Delivered,Credit Card,163028.84,0.0,0.0,29345.19,192374.03,Kochi,Kerala,No Coupon,No,No,No,148,0.0,192226.03
4719,446,2026-04-05,Delivered,COD,47197.58,0.0,0.0,8495.56,55693.14,Pune,Maharashtra,No Coupon,No,No,No,43,0.0,55650.14
4720,8348,2025-08-10,Delivered,Debit Card,228905.45,18410.32,0.0,37889.12,248384.25,Delhi,Delhi,SAVE10,No,No,No,147,0.0,248237.25
4721,8408,2025-04-12,Delivered,UPI,100255.51,11432.31,0.0,15988.18,104811.38,Indore,Madhya Pradesh,FESTIVE20,No,No,No,292,0.0,104519.38
4722,8408,2025-05-24,Delivered,Credit Card,3780.52,324.99,0.0,622.0,4077.53,Indore,Madhya Pradesh,FESTIVE20,No,No,No,163,0.0,3914.53
4723,5884,2024-11-08,Delivered,UPI,2706.99,166.4,0.0,457.31,2997.9,Indore,Madhya Pradesh,BIGBASH,No,No,No,474,0.0,2523.9
4724,5884,2024-12-14,Delivered,Debit Card,4477.1,448.51,0.0,725.15,4753.74,Indore,Madhya Pradesh,BIGBASH,No,No,No,299,0.0,4454.74
4725,2167,2024-12-15,Cancelled,UPI,1536.81,0.0,0.0,276.63,1813.44,Chennai,Tamil Nadu,No Coupon,No,No,No,420,0.0,1393.44
4726,2167,2025-01-04,Delivered,Credit Card,6229.17,418.11,0.0,1045.99,6857.05,Chennai,Tamil Nadu,FESTIVE20,No,No,No,306,0.0,6551.05
4727,2980,2025-06-06,Delivered,UPI,2532.13,282.23,0.0,404.98,2654.88,Indore,Madhya Pradesh,BIGBASH,No,No,No,475,0.0,2179.88
4728,9990,2025-05-08,Returned,UPI,175329.35,22485.15,0.0,27511.96,180356.16,Mumbai,Maharashtra,BIGBASH,No,Yes,Yes,269,269.0,180087.16
4729,4907,2025-07-20,Cancelled,Net Banking,4718.12,138.97,0.0,824.25,5403.4,Bengaluru,Karnataka,WELCOME100,No,No,No,155,0.0,5248.4
4730,1151,2024-11-19,Delivered,UPI,12966.64,1009.32,0.0,2152.32,14109.64,Jaipur,Rajasthan,FESTIVE20,No,No,No,244,0.0,13865.64
4731,643,2025-04-08,Delivered,UPI,180486.83,2176.13,0.0,32095.93,210406.63,Hyderabad,Telangana,SAVE10,No,No,No,273,0.0,210133.63
4732,643,2025-04-29,Delivered,UPI,16113.5,1980.91,0.0,2543.87,16676.46,Hyderabad,Telangana,FESTIVE20,No,No,No,138,0.0,16538.46
4733,4131,2026-03-05,Delivered,UPI,1460.92,0.0,0.0,262.97,1723.89,Indore,Madhya Pradesh,No Coupon,No,No,No,127,0.0,1596.89
4734,5256,2026-05-25,Returned,UPI,2871.64,146.19,0.0,490.58,3216.03,Kochi,Kerala,SAVE10,No,Yes,Yes,80,80.0,3136.03
4735,5256,2026-06-24,Returned,Wallet,2777.54,0.0,0.0,499.96,3277.5,Kochi,Kerala,No Coupon,No,Yes,Yes,246,246.0,3031.5
4736,10360,2025-12-19,Delivered,UPI,753.76,55.89,50.0,125.62,873.49,Jaipur,Rajasthan,PAYTM50,No,No,No,213,0.0,660.49
4737,10360,2026-01-22,Delivered,Credit Card,13975.92,1418.71,0.0,2260.3,14817.51,Jaipur,Rajasthan,PAYTM50,No,No,No,498,0.0,14319.51
4738,2633,2025-05-23,Returned,COD,652.5,0.0,50.0,117.45,819.95,Indore,Madhya Pradesh,No Coupon,No,Yes,Yes,73,73.0,746.95
4739,7162,2026-02-12,Delivered,Wallet,1834.39,0.0,0.0,330.19,2164.58,Patna,Bihar,No Coupon,No,No,No,49,0.0,2115.58
4740,7162,2026-03-16,Delivered,Net Banking,85944.12,2264.95,0.0,15062.25,98741.42,Patna,Bihar,FESTIVE20,No,No,No,354,0.0,98387.42
4741,3301,2026-07-18,Delivered,UPI,3718.48,112.94,0.0,649.0,4254.54,Lucknow,Uttar Pradesh,WELCOME100,No,No,No,92,0.0,4162.54
4742,5184,2025-03-26,Delivered,Credit Card,22118.5,0.0,0.0,3981.33,26099.83,Patna,Bihar,No Coupon,No,No,No,219,0.0,25880.83
4743,7687,2026-05-28,Delivered,UPI,3458.77,244.41,0.0,578.58,3792.94,Patna,Bihar,FESTIVE20,No,No,No,30,0.0,3762.94
4744,464,2024-08-26,Returned,UPI,3796.35,404.06,0.0,610.61,4002.9,Jaipur,Rajasthan,FESTIVE20,No,Yes,Yes,254,254.0,3748.9
4745,1806,2025-09-24,Returned,COD,16963.76,1407.97,0.0,2800.04,18355.83,Ahmedabad,Gujarat,PAYTM50,No,Yes,Yes,480,480.0,17875.83
4746,1806,2025-11-04,Cancelled,UPI,85404.99,2230.7,0.0,14971.37,98145.66,Ahmedabad,Gujarat,WELCOME100,No,No,No,36,0.0,98109.66
4747,5398,2025-04-18,Delivered,UPI,11308.92,473.33,0.0,1950.41,12786.0,Mumbai,Maharashtra,SAVE10,No,No,No,6,0.0,12780.0
4748,657,2026-02-15,Returned,Credit Card,1518.57,0.0,0.0,273.34,1791.91,Lucknow,Uttar Pradesh,No Coupon,No,Yes,Yes,469,469.0,1322.91
4749,10184,2025-02-11,Delivered,UPI,2898.84,148.09,0.0,495.13,3245.88,Patna,Bihar,PAYTM50,No,No,No,30,0.0,3215.88
4750,2681,2026-03-21,Delivered,Debit Card,6673.7,0.0,0.0,1201.27,7874.97,Hyderabad,Telangana,No Coupon,No,No,No,151,0.0,7723.97
4751,2681,2026-04-19,Failed,Credit Card,60788.18,6572.22,0.0,9758.87,63974.83,Hyderabad,Telangana,BIGBASH,Yes,No,Yes,177,63974.83,63797.83
4752,1432,2025-03-26,Delivered,UPI,5969.19,0.0,0.0,1074.45,7043.64,Lucknow,Uttar Pradesh,No Coupon,No,No,No,7,0.0,7036.64
4753,1432,2025-05-08,Delivered,Credit Card,4812.91,219.94,0.0,826.73,5419.7,Lucknow,Uttar Pradesh,SAVE10,No,No,No,230,0.0,5189.7
4754,5632,2025-12-10,Delivered,UPI,77481.78,0.0,0.0,13946.72,91428.5,Hyderabad,Telangana,No Coupon,No,No,No,475,0.0,90953.5
4755,5632,2026-01-06,Delivered,Wallet,48652.71,0.0,0.0,8757.49,57410.2,Hyderabad,Telangana,No Coupon,No,No,No,233,0.0,57177.2
4756,5912,2025-08-11,Cancelled,Net Banking,83642.73,9501.51,0.0,13345.42,87486.64,Indore,Madhya Pradesh,WELCOME100,No,No,No,288,0.0,87198.64
4757,5912,2025-09-23,Returned,Credit Card,337445.1,0.0,0.0,60740.12,398185.22,Indore,Madhya Pradesh,No Coupon,No,Yes,Yes,73,73.0,398112.22
4758,7487,2025-11-29,Delivered,COD,2637.63,0.0,0.0,474.77,3112.4,Lucknow,Uttar Pradesh,No Coupon,No,No,No,65,0.0,3047.4
4759,1758,2026-01-27,Returned,COD,5858.13,0.0,0.0,1054.46,6912.59,Patna,Bihar,No Coupon,No,Yes,Yes,23,23.0,6889.59
4760,1758,2026-02-18,Delivered,Credit Card,34238.79,0.0,0.0,6162.98,40401.77,Patna,Bihar,No Coupon,No,No,No,60,0.0,40341.77
4761,1640,2024-08-09,Cancelled,Net Banking,17352.31,0.0,0.0,3123.42,20475.73,Delhi,Delhi,No Coupon,No,No,No,471,0.0,20004.73
4762,7190,2025-12-25,Delivered,Debit Card,571.66,0.0,50.0,102.9,724.56,Lucknow,Uttar Pradesh,No Coupon,No,No,No,89,0.0,635.56
4763,7190,2026-01-16,Delivered,Net Banking,35156.56,0.0,0.0,6328.18,41484.74,Lucknow,Uttar Pradesh,No Coupon,No,No,No,290,0.0,41194.74
4764,9043,2025-01-11,Returned,UPI,3078.22,0.0,0.0,554.08,3632.3,Patna,Bihar,No Coupon,No,Yes,Yes,50,50.0,3582.3
4765,9043,2025-02-25,Delivered,UPI,3924.42,0.0,0.0,706.4,4630.82,Patna,Bihar,No Coupon,No,No,No,337,0.0,4293.82
4766,3772,2024-08-01,Delivered,UPI,37492.11,0.0,0.0,6748.58,44240.69,Bengaluru,Karnataka,No Coupon,No,No,No,145,0.0,44095.69
4767,3772,2024-08-19,Delivered,Debit Card,237151.54,0.0,0.0,42687.28,279838.82,Bengaluru,Karnataka,No Coupon,No,No,No,111,0.0,279727.82
4768,5776,2025-08-15,Failed,UPI,156954.22,14470.45,0.0,25647.08,168130.85,Jaipur,Rajasthan,SAVE10,Yes,No,Yes,110,168130.85,168020.85
4769,5366,2025-06-05,Delivered,Credit Card,126632.81,0.0,0.0,22793.91,149426.72,Jaipur,Rajasthan,No Coupon,No,No,No,473,0.0,148953.72
4770,5366,2025-06-22,Delivered,UPI,2479.15,48.19,0.0,437.57,2868.53,Jaipur,Rajasthan,PAYTM50,No,No,No,163,0.0,2705.53
4771,3012,2025-03-08,Cancelled,COD,71148.88,0.0,0.0,12806.8,83955.68,Delhi,Delhi,No Coupon,No,No,No,372,0.0,83583.68
4772,7796,2024-08-06,Delivered,UPI,1495.14,0.0,0.0,269.13,1764.27,Chennai,Tamil Nadu,No Coupon,No,No,No,471,0.0,1293.27
4773,7796,2024-09-10,Delivered,Net Banking,81876.32,3303.35,0.0,14143.13,92716.1,Chennai,Tamil Nadu,BIGBASH,No,No,No,336,0.0,92380.1
4774,10299,2026-03-05,Delivered,UPI,2061.1,46.69,0.0,362.59,2377.0,Jaipur,Rajasthan,PAYTM50,No,No,No,178,0.0,2199.0
4775,10299,2026-04-16,Delivered,Debit Card,100706.56,0.0,0.0,18127.18,118833.74,Jaipur,Rajasthan,No Coupon,No,No,No,435,0.0,118398.74
4776,7283,2024-08-29,Delivered,UPI,3093.55,91.76,0.0,540.32,3542.11,Lucknow,Uttar Pradesh,SAVE10,No,No,No,403,0.0,3139.11
4777,7283,2024-09-19,Returned,Net Banking,76783.54,0.0,0.0,13821.04,90604.58,Lucknow,Uttar Pradesh,No Coupon,No,Yes,Yes,0,0.0,90604.58
4778,3438,2025-06-19,Delivered,Wallet,949.29,0.0,50.0,170.87,1170.16,Pune,Maharashtra,No Coupon,No,No,No,239,0.0,931.16
4779,3438,2025-07-15,Returned,Credit Card,3140.08,0.0,0.0,565.21,3705.29,Pune,Maharashtra,No Coupon,No,Yes,Yes,344,344.0,3361.29
4780,5116,2026-01-13,Delivered,UPI,286.42,33.33,50.0,45.56,348.65,Patna,Bihar,SAVE10,No,No,No,220,0.0,128.64999999999998
4781,5116,2026-01-30,Failed,UPI,1234.99,0.0,0.0,222.3,1457.29,Patna,Bihar,No Coupon,Yes,No,Yes,79,1457.29,1378.29
4782,7799,2025-01-28,Failed,UPI,1935.95,163.68,0.0,319.01,2091.28,Mumbai,Maharashtra,FESTIVE20,Yes,No,Yes,365,2091.28,1726.2800000000002
4783,7799,2025-02-27,Delivered,Net Banking,2482.25,0.0,0.0,446.81,2929.06,Mumbai,Maharashtra,No Coupon,No,No,No,158,0.0,2771.06
4784,3604,2025-12-02,Delivered,Wallet,379456.5,7161.72,0.0,67013.06,439307.84,Pune,Maharashtra,SAVE10,No,No,No,317,0.0,438990.84
4785,5799,2024-11-11,Failed,UPI,7717.28,767.55,0.0,1250.95,8200.68,Indore,Madhya Pradesh,FESTIVE20,Yes,No,Yes,316,8200.68,7884.68
4786,5799,2024-12-08,Delivered,COD,183.64,10.55,50.0,31.16,254.25,Indore,Madhya Pradesh,WELCOME100,No,No,No,162,0.0,92.25
4787,150,2026-01-20,Delivered,UPI,121266.78,4627.03,0.0,20995.15,137634.9,Delhi,Delhi,PAYTM50,No,No,No,493,0.0,137141.9
4788,6675,2025-01-16,Delivered,UPI,1901.61,0.0,0.0,342.29,2243.9,Mumbai,Maharashtra,No Coupon,No,No,No,104,0.0,2139.9
4789,2430,2025-10-01,Delivered,UPI,91105.66,1713.65,0.0,16090.56,105482.57,Bengaluru,Karnataka,PAYTM50,No,No,No,288,0.0,105194.57
4790,2430,2025-11-09,Returned,UPI,1968.96,0.0,0.0,354.41,2323.37,Bengaluru,Karnataka,No Coupon,No,Yes,Yes,346,346.0,1977.37
4791,6266,2025-02-22,Returned,UPI,27620.9,3121.89,0.0,4409.82,28908.83,Indore,Madhya Pradesh,WELCOME100,No,Yes,Yes,198,198.0,28710.83
4792,6266,2025-03-12,Cancelled,Debit Card,1775.88,85.71,0.0,304.23,1994.4,Indore,Madhya Pradesh,BIGBASH,No,No,No,494,0.0,1500.4
4793,3215,2025-07-16,Cancelled,Credit Card,69261.03,5408.62,0.0,11493.43,75345.84,Patna,Bihar,FESTIVE20,No,No,No,220,0.0,75125.84
4794,3215,2025-08-22,Delivered,UPI,1825.08,176.93,0.0,296.67,1944.82,Patna,Bihar,SAVE10,No,No,No,373,0.0,1571.82
4795,3398,2025-05-23,Returned,Debit Card,34209.2,0.0,0.0,6157.66,40366.86,Mumbai,Maharashtra,No Coupon,No,Yes,Yes,253,253.0,40113.86
4796,486,2026-05-01,Delivered,UPI,49950.6,0.0,0.0,8991.11,58941.71,Lucknow,Uttar Pradesh,No Coupon,No,No,No,475,0.0,58466.71
4797,486,2026-05-16,Delivered,UPI,1322.37,0.0,0.0,238.03,1560.4,Lucknow,Uttar Pradesh,No Coupon,No,No,No,52,0.0,1508.4
4798,6593,2026-07-18,Delivered,Net Banking,5917.74,0.0,0.0,1065.19,6982.93,Hyderabad,Telangana,No Coupon,No,No,No,180,0.0,6802.93
4799,5820,2025-05-31,Returned,Wallet,4806.77,408.93,0.0,791.61,5189.45,Indore,Madhya Pradesh,PAYTM50,No,Yes,Yes,417,417.0,4772.45
4800,8400,2024-08-06,Delivered,Credit Card,79238.87,0.0,0.0,14263.0,93501.87,Pune,Maharashtra,No Coupon,No,No,No,389,0.0,93112.87
4801,8400,2024-08-27,Delivered,Net Banking,186167.27,0.0,0.0,33510.11,219677.38,Pune,Maharashtra,No Coupon,No,No,No,192,0.0,219485.38
4802,3027,2025-06-16,Delivered,UPI,3827.3,0.0,0.0,688.91,4516.21,Lucknow,Uttar Pradesh,No Coupon,No,No,No,101,0.0,4415.21
