return_refund_id,order_id,order_item_id,return_type,return_request_date,return_reason,returned_quantity,product_condition,refund_status,refund_request_date,refund_processed_date,refund_amount,reverse_logistics_cost,restocking_cost,refund_delay_days,is_full_refund
2701,3175,5405,Late Delivery,2026-03-04,Customer Refused,1,Opened,Processed,2026-03-04,2026-03-07,90650.62,67.19,14.61,1,Yes
2702,3176,5406,Quality Issue,2025-04-18,Customer Refused,1,Damaged,Processed,2025-04-18,2025-04-20,91741.7,86.32,20.76,4,Yes
2703,3178,5411,Late Delivery,2024-09-29,Customer Refused,2,Damaged,Processed,2024-09-29,2024-10-01,22519.34,115.4,14.47,6,Yes
2704,3178,5412,Late Delivery,2024-09-29,Customer Refused,1,Opened,Processed,2024-09-29,2024-10-01,1676.63,103.32,25.16,8,Yes
2705,3183,5420,Quality Issue,2025-12-01,Customer Refused,1,Sellable,Pending,2025-12-01,2025-12-04,1591.31,119.8,37.44,4,Yes
2706,3183,5421,Quality Issue,2025-12-01,Customer Refused,3,Opened,Processed,2025-12-01,2025-12-04,117056.33,57.14,15.42,8,Yes
2707,3183,5422,Wrong Item,2025-11-28,Customer Refused,1,Opened,Processed,2025-11-28,2025-12-01,244.19,113.11,33.15,4,Yes
2708,3186,5428,Late Delivery,2026-01-05,Damaged Product,1,Sellable,Processed,2026-01-05,,0.0,103.83,27.51,3,No
2709,3187,5429,Quality Issue,2026-03-02,Customer Refused,1,Damaged,Processed,2026-03-02,2026-03-03,2664.48,75.97,31.53,6,Yes
2710,3189,5432,Late Delivery,2026-02-15,Late Delivery,1,Opened,Processed,2026-02-15,2026-02-18,9634.51,69.3,33.48,2,Yes
2711,3189,5433,Wrong Item,2026-02-16,Late Delivery,3,Damaged,Processed,2026-02-16,2026-02-17,7263.27,116.93,29.24,3,Yes
2712,3191,5435,Wrong Item,2024-10-11,Customer Refused,1,Damaged,Processed,2024-10-11,2024-10-14,165567.2,100.62,25.44,5,Yes
2713,3192,5436,Quality Issue,2024-11-13,Damaged Product,1,Opened,Processed,2024-11-13,2024-11-16,3078.22,129.18,26.41,8,Yes
2714,3193,5437,Quality Issue,2026-03-01,Late Delivery,1,Sellable,Processed,2026-03-01,2026-03-04,3958.62,136.52,32.5,6,Yes
2715,3194,5438,Late Delivery,2026-04-01,Late Delivery,1,Opened,Processed,2026-04-01,2026-04-03,24569.14,117.82,27.58,5,Yes
2716,3195,5439,Quality Issue,2025-08-14,Customer Refused,1,Opened,Pending,2025-08-15,2025-08-18,5829.47,128.07,34.67,2,Yes
2717,3197,5442,Late Delivery,2025-04-19,Customer Refused,1,Opened,Processed,2025-04-19,2025-04-21,12444.0,92.7,14.07,2,Yes
2718,3199,5444,Wrong Item,2026-05-12,Late Delivery,2,Damaged,Pending,2026-05-12,2026-05-15,8580.61,114.03,13.02,8,Yes
2719,3199,5445,Quality Issue,2026-05-12,Late Delivery,1,Sellable,Processed,2026-05-12,2026-05-15,77466.32,135.98,22.19,4,Yes
2720,3200,5446,Late Delivery,2025-06-02,Customer Refused,1,Opened,Processed,2025-06-02,2025-06-03,691.68,138.06,23.56,8,Yes
2721,3200,5447,Late Delivery,2025-05-30,Customer Refused,1,Opened,Pending,2025-05-30,2025-06-02,778.49,52.32,29.31,4,Yes
2722,3207,5467,Late Delivery,2026-07-28,Damaged Product,1,Sellable,Processed,2026-07-29,2026-07-31,2008.67,87.81,16.23,2,Yes
2723,3209,5469,Quality Issue,2025-04-19,Customer Refused,1,Opened,Processed,2025-04-20,2025-04-23,5682.13,103.83,36.97,7,Yes
2724,3209,5470,Late Delivery,2025-04-19,Customer Refused,2,Opened,Processed,2025-04-20,2025-04-21,106622.42,62.75,22.82,5,Yes
2725,3209,5471,Wrong Item,2025-04-15,Customer Refused,1,Damaged,Processed,2025-04-16,2025-04-19,102916.76,77.47,36.22,3,Yes
2726,3209,5472,Late Delivery,2025-04-18,Customer Refused,1,Damaged,Processed,2025-04-19,2025-04-22,362.27,65.74,14.88,2,Yes
2727,3211,5474,Late Delivery,2025-06-18,Late Delivery,1,Sellable,Processed,2025-06-18,2025-06-21,1648.72,53.52,36.24,3,Yes
2728,3212,5475,Late Delivery,2025-07-23,Customer Refused,2,Sellable,Processed,2025-07-23,2025-07-24,5398.32,116.33,30.76,2,Yes
2729,3213,5476,Quality Issue,2025-11-08,Late Delivery,1,Sellable,Processed,2025-11-08,2025-11-10,2421.46,86.68,36.33,9,Yes
2730,3214,5477,Wrong Item,2025-12-20,Customer Refused,1,Damaged,Processed,2025-12-20,2025-12-23,3027.63,149.29,16.69,6,Yes
2731,3218,5483,Late Delivery,2025-08-19,Customer Refused,2,Sellable,Processed,2025-08-19,2025-08-20,15088.66,133.9,21.5,5,Yes
2732,3219,5484,Late Delivery,2026-01-14,Late Delivery,3,Damaged,Processed,2026-01-14,2026-01-15,3699.83,124.85,38.2,3,Yes
2733,3219,5485,Late Delivery,2026-01-18,Late Delivery,1,Sellable,Pending,2026-01-18,2026-01-19,3475.27,116.49,19.6,7,Yes
2734,3219,5486,Wrong Item,2026-01-15,Late Delivery,1,Damaged,Processed,2026-01-15,2026-01-16,42279.87,87.83,11.82,7,Yes
2735,3219,5487,Wrong Item,2026-01-17,Late Delivery,1,Sellable,Failed,2026-01-17,2026-01-20,1300.82,134.71,26.59,7,Yes
2736,3224,5499,Quality Issue,2024-10-03,Late Delivery,1,Sellable,Processed,2024-10-03,2024-10-05,2100.98,54.71,13.03,5,Yes
2737,3226,5502,Quality Issue,2025-11-04,Damaged Product,1,Opened,Failed,2025-11-04,,0.0,146.25,20.42,9,No
2738,3227,5505,Late Delivery,2025-04-16,Customer Refused,1,Sellable,Processed,2025-04-16,2025-04-18,2538.2,146.28,26.37,8,Yes
2739,3228,5506,Wrong Item,2025-06-07,Late Delivery,1,Damaged,Pending,2025-06-07,2025-06-10,20339.76,104.37,18.71,5,Yes
2740,3228,5507,Quality Issue,2025-06-09,Late Delivery,1,Sellable,Processed,2025-06-09,2025-06-11,1973.32,113.65,13.71,5,Yes
2741,3228,5508,Wrong Item,2025-06-07,Late Delivery,1,Damaged,Processed,2025-06-07,2025-06-10,1840.53,103.06,34.0,1,Yes
2742,3228,5509,Quality Issue,2025-06-09,Late Delivery,1,Damaged,Processed,2025-06-09,2025-06-12,32418.75,130.82,22.06,2,Yes
2743,3233,5514,Late Delivery,2026-07-12,Customer Refused,1,Opened,Pending,2026-07-12,2026-07-14,2128.62,79.0,19.35,6,Yes
2744,3239,5525,Quality Issue,2025-03-19,Late Delivery,1,Opened,Processed,2025-03-19,2025-03-20,492.97,105.06,13.38,5,Yes
2745,3240,5526,Late Delivery,2024-11-27,Late Delivery,2,Damaged,Pending,2024-11-27,2024-11-28,295381.46,127.45,28.97,5,Yes
2746,3240,5527,Late Delivery,2024-11-28,Late Delivery,2,Sellable,Processed,2024-11-28,2024-11-30,191590.67,107.97,26.71,7,Yes
2747,3242,5530,Quality Issue,2026-07-30,Product Quality,1,Sellable,Processed,2026-07-31,2026-08-03,932.68,149.56,24.02,4,Yes
2748,3244,5533,Quality Issue,2025-03-13,Late Delivery,1,Opened,Processed,2025-03-14,2025-03-15,42340.3,62.28,27.31,9,Yes
2749,3246,5535,Wrong Item,2026-01-14,Customer Refused,1,Opened,Processed,2026-01-14,2026-01-16,3732.02,133.48,31.43,3,Yes
2750,3247,5536,Quality Issue,2026-06-26,Late Delivery,1,Sellable,Processed,2026-06-26,2026-06-28,45805.31,92.59,38.0,7,Yes
2751,3248,5537,Wrong Item,2026-08-01,Customer Refused,1,Sellable,Processed,2026-08-01,2026-08-04,932.68,97.04,21.13,4,Yes
2752,3248,5538,Late Delivery,2026-07-29,Customer Refused,1,Opened,Processed,2026-07-29,2026-07-31,2980.81,76.38,34.09,1,Yes
2753,3248,5539,Late Delivery,2026-07-29,Customer Refused,2,Opened,Processed,2026-07-29,2026-07-31,4565.96,82.13,17.76,6,Yes
2754,3248,5540,Late Delivery,2026-08-01,Customer Refused,1,Sellable,Processed,2026-08-01,2026-08-03,376.18,94.34,20.13,2,Yes
2755,3250,5542,Late Delivery,2026-06-07,Customer Refused,1,Opened,Processed,2026-06-07,2026-06-09,114670.41,62.53,25.19,6,Yes
2756,3250,5543,Quality Issue,2026-06-05,Customer Refused,1,Opened,Processed,2026-06-05,2026-06-07,2044.94,53.34,39.1,3,Yes
2757,3253,5551,Late Delivery,2025-08-18,Customer Refused,1,Opened,Processed,2025-08-18,2025-08-19,42526.8,101.65,31.64,3,Yes
2758,3253,5552,Quality Issue,2025-08-16,Customer Refused,1,Sellable,Processed,2025-08-16,2025-08-19,549.12,106.7,30.36,1,Yes
2759,3255,5554,Late Delivery,2026-07-06,Customer Refused,1,Opened,Processed,2026-07-06,2026-07-08,8822.9,65.2,21.48,3,Yes
2760,3255,5555,Wrong Item,2026-07-07,Customer Refused,1,Opened,Processed,2026-07-07,2026-07-09,2246.14,62.31,11.7,4,Yes
2761,3256,5556,Late Delivery,2026-08-20,Late Delivery,1,Opened,Processed,2026-08-20,2026-08-23,1141.17,131.04,32.28,4,Yes
2762,3256,5557,Quality Issue,2026-08-16,Late Delivery,1,Damaged,Processed,2026-08-16,2026-08-17,3115.57,133.41,34.15,2,Yes
2763,3257,5558,Late Delivery,2025-11-01,Late Delivery,1,Opened,Processed,2025-11-02,2025-11-04,1219.15,56.61,11.12,8,Yes
2764,3258,5559,Wrong Item,2024-09-15,Late Delivery,1,Opened,Processed,2024-09-15,2024-09-16,696.07,80.18,18.34,9,Yes
2765,3258,5560,Quality Issue,2024-09-13,Late Delivery,2,Opened,Processed,2024-09-13,2024-09-15,13507.41,143.85,34.5,9,Yes
2766,3259,5561,Late Delivery,2024-11-03,Late Delivery,1,Defective,Processed,2024-11-03,2024-11-07,1119.84,173.12,46.77,3,Yes
2767,3265,5574,Wrong Item,2025-04-22,Late Delivery,1,Opened,Processed,2025-04-23,2025-04-26,1207.41,124.43,32.34,4,Yes
2768,3265,5575,Wrong Item,2025-04-19,Late Delivery,1,Damaged,Processed,2025-04-20,2025-04-22,6939.58,137.05,22.17,7,Yes
2769,3265,5576,Late Delivery,2025-04-20,Late Delivery,1,Opened,Processed,2025-04-21,2025-04-24,24941.68,114.4,11.46,6,Yes
2770,3266,5577,Late Delivery,2025-05-04,Customer Refused,1,Sellable,Processed,2025-05-04,2025-05-07,1795.23,122.77,27.57,3,Yes
2771,3266,5578,Quality Issue,2025-05-06,Customer Refused,1,Opened,Processed,2025-05-06,2025-05-07,2479.15,144.06,34.34,1,Yes
2772,3267,5579,Late Delivery,2024-11-03,Customer Refused,1,Sellable,Processed,2024-11-03,2024-11-06,3081.74,72.25,17.62,3,Yes
2773,3269,5583,Wrong Item,2025-02-02,Customer Refused,1,Damaged,Processed,2025-02-03,2025-02-06,1957.03,98.95,11.81,8,Yes
2774,3272,5590,Wrong Item,2025-07-17,Customer Refused,1,Damaged,Processed,2025-07-17,2025-07-19,111107.12,119.8,27.02,5,Yes
2775,3273,5591,Quality Issue,2025-01-17,Late Delivery,1,Damaged,Pending,2025-01-17,2025-01-18,7166.94,83.75,17.35,9,Yes
2776,3274,5592,Late Delivery,2025-10-18,Product Quality,2,Opened,Failed,2025-10-19,2025-10-20,2406.52,169.76,44.1,2,Yes
2777,3275,5593,Wrong Item,2025-11-18,Late Delivery,3,Damaged,Processed,2025-11-18,2025-11-21,207841.17,70.49,12.99,4,Yes
2778,3277,5595,Wrong Item,2024-10-24,Product Quality,3,Damaged,Processed,2024-10-25,2024-10-29,5254.44,87.52,44.41,8,Yes
2779,3277,5596,Wrong Item,2024-10-21,Damaged Product,1,Damaged,Processed,2024-10-22,2024-10-24,1318.24,110.58,20.55,5,Yes
2780,3278,5597,Late Delivery,2024-11-14,Customer Refused,1,Sellable,Processed,2024-11-14,2024-11-15,48740.36,66.78,27.33,8,Yes
2781,3279,5598,Wrong Item,2026-02-12,Customer Refused,1,Damaged,Processed,2026-02-12,2026-02-14,2582.33,80.31,15.01,8,Yes
2782,3279,5599,Wrong Item,2026-02-09,Customer Refused,1,Sellable,Processed,2026-02-09,2026-02-10,1588.45,135.22,11.45,9,Yes
2783,3281,5601,Late Delivery,2024-08-23,Customer Refused,1,Opened,Processed,2024-08-23,2024-08-26,2548.46,105.17,14.56,9,Yes
2784,3285,5611,Quality Issue,2026-02-27,Customer Refused,1,Damaged,Processed,2026-02-27,2026-03-01,707.12,149.65,20.9,3,Yes
2785,3287,5613,Late Delivery,2026-04-13,Customer Refused,1,Damaged,Processed,2026-04-14,2026-04-15,877.66,142.89,22.01,8,Yes
2786,3289,5615,Late Delivery,2025-04-22,Customer Refused,1,Damaged,Processed,2025-04-22,2025-04-25,41378.36,63.62,34.83,3,Yes
2787,3294,5626,Late Delivery,2025-07-17,Customer Refused,1,Damaged,Processed,2025-07-17,2025-07-18,854.11,121.21,32.8,5,Yes
2788,3297,5630,Wrong Item,2024-10-19,Late Delivery,3,Sellable,Processed,2024-10-19,2024-10-21,6297.75,107.85,36.74,4,Yes
2789,3297,5631,Quality Issue,2024-10-20,Late Delivery,1,Opened,Failed,2024-10-20,2024-10-21,52750.88,57.42,33.48,1,Yes
2790,3298,5632,Wrong Item,2024-11-27,Customer Refused,1,Damaged,Processed,2024-11-27,2024-11-28,2354.29,116.46,29.42,7,Yes
2791,3301,5640,Quality Issue,2025-08-11,Customer Refused,3,Sellable,Processed,2025-08-11,2025-08-14,8595.3,133.02,33.55,2,Yes
2792,3302,5641,Late Delivery,2025-09-09,Customer Refused,1,Opened,Processed,2025-09-09,2025-09-10,1436.09,55.1,19.42,5,Yes
2793,3302,5642,Late Delivery,2025-09-09,Customer Refused,1,Damaged,Processed,2025-09-09,2025-09-10,620.66,125.77,22.77,1,Yes
2794,3303,5643,Quality Issue,2026-05-12,Customer Refused,1,Damaged,Processed,2026-05-12,2026-05-15,17225.88,106.46,33.58,8,Yes
2795,3304,5644,Wrong Item,2026-05-05,Late Delivery,1,Damaged,Processed,2026-05-05,2026-05-06,8522.54,89.61,15.7,5,Yes
2796,3304,5645,Quality Issue,2026-05-07,Late Delivery,2,Opened,Processed,2026-05-07,2026-05-09,93652.82,110.05,25.11,2,Yes
2797,3307,5649,Wrong Item,2025-10-22,Product Quality,1,Sellable,Pending,2025-10-22,,0.0,73.7,17.64,8,No
2798,3308,5650,Late Delivery,2025-09-14,Late Delivery,1,Sellable,Processed,2025-09-14,2025-09-17,134.99,95.6,39.73,2,Yes
2799,3308,5651,Late Delivery,2025-09-14,Late Delivery,1,Opened,Processed,2025-09-14,2025-09-16,2847.67,96.4,31.96,1,Yes
2800,3309,5652,Quality Issue,2024-12-20,Late Delivery,2,Opened,Failed,2024-12-20,2024-12-21,348555.86,107.12,12.92,3,Yes
2801,3310,5653,Quality Issue,2025-01-08,Customer Refused,1,Opened,Pending,2025-01-08,2025-01-11,2038.97,118.66,14.02,6,Yes
2802,3310,5654,Late Delivery,2025-01-09,Customer Refused,1,Opened,Processed,2025-01-09,2025-01-12,2783.2,84.41,31.0,8,Yes
2803,3311,5655,Quality Issue,2025-01-24,Late Delivery,1,Damaged,Processed,2025-01-24,2025-01-26,9999.58,81.85,26.54,1,Yes
2804,3314,5661,Wrong Item,2026-04-07,Late Delivery,1,Damaged,Pending,2026-04-07,2026-04-09,367.23,91.74,29.06,9,Yes
2805,3314,5662,Quality Issue,2026-04-05,Late Delivery,2,Opened,Processed,2026-04-05,2026-04-07,36361.63,77.32,28.59,4,Yes
2806,3314,5663,Wrong Item,2026-04-05,Late Delivery,1,Sellable,Processed,2026-04-05,2026-04-07,1614.92,112.29,22.17,3,Yes
2807,3314,5664,Quality Issue,2026-04-04,Late Delivery,1,Opened,Processed,2026-04-04,2026-04-05,4875.86,65.32,37.11,2,Yes
2808,3315,5665,Late Delivery,2026-04-29,Customer Refused,1,Sellable,Processed,2026-04-29,2026-05-02,79711.08,65.95,10.19,5,Yes
2809,3315,5666,Quality Issue,2026-04-27,Customer Refused,1,Opened,Pending,2026-04-27,2026-04-28,2551.84,140.44,22.96,6,Yes
2810,3315,5667,Wrong Item,2026-04-26,Customer Refused,1,Opened,Processed,2026-04-26,2026-04-29,17555.65,143.52,38.31,6,Yes
2811,3316,5668,Wrong Item,2026-01-29,Customer Refused,2,Damaged,Processed,2026-01-30,2026-01-31,1072.55,119.42,18.7,4,Yes
2812,3321,5674,Wrong Item,2026-03-03,Customer Refused,2,Sellable,Processed,2026-03-03,2026-03-04,7724.8,108.88,17.3,4,Yes
2813,3321,5675,Wrong Item,2026-03-01,Customer Refused,1,Damaged,Processed,2026-03-01,2026-03-04,2994.79,128.54,19.73,1,Yes
2814,3322,5676,Late Delivery,2024-08-09,Late Delivery,1,Opened,Processed,2024-08-10,2024-08-11,1309.52,57.0,24.9,5,Yes
2815,3323,5677,Quality Issue,2025-05-01,Late Delivery,2,Opened,Pending,2025-05-01,2025-05-02,4017.34,143.15,27.86,3,Yes
2816,3324,5678,Quality Issue,2025-06-14,Late Delivery,1,Sellable,Processed,2025-06-14,2025-06-16,1098.55,53.95,30.45,3,Yes
2817,3325,5679,Late Delivery,2026-05-13,Late Delivery,1,Damaged,Processed,2026-05-13,2026-05-14,300.39,60.38,33.55,3,Yes
2818,3325,5680,Wrong Item,2026-05-12,Late Delivery,1,Opened,Processed,2026-05-12,2026-05-13,1141.74,115.88,32.51,2,Yes
2819,3328,5684,Wrong Item,2026-07-03,Customer Refused,1,Opened,Processed,2026-07-03,2026-07-04,2407.8,137.08,20.16,5,Yes
2820,3328,5685,Quality Issue,2026-07-03,Customer Refused,1,Opened,Processed,2026-07-03,2026-07-04,717.1,66.67,39.11,5,Yes
2821,3328,5686,Wrong Item,2026-06-30,Customer Refused,3,Sellable,Processed,2026-06-30,2026-07-01,12117.48,50.03,22.82,3,Yes
2822,3329,5687,Quality Issue,2025-02-25,Late Delivery,1,Sellable,Processed,2025-02-25,2025-02-26,36231.4,133.98,11.83,2,Yes
2823,3331,5689,Wrong Item,2025-10-25,Customer Refused,1,Damaged,Processed,2025-10-25,2025-10-27,1105.43,61.33,22.45,2,Yes
2824,3331,5690,Quality Issue,2025-10-21,Customer Refused,1,Opened,Processed,2025-10-21,2025-10-24,3607.13,68.45,38.52,4,Yes
2825,3332,5691,Late Delivery,2025-05-18,Late Delivery,1,Damaged,Processed,2025-05-18,2025-05-20,576.17,129.91,23.56,5,Yes
2826,3332,5692,Quality Issue,2025-05-19,Late Delivery,1,Damaged,Processed,2025-05-19,2025-05-20,2578.94,144.12,29.54,6,Yes
2827,3332,5693,Wrong Item,2025-05-18,Late Delivery,1,Sellable,Failed,2025-05-18,2025-05-21,1911.17,52.53,38.54,4,Yes
2828,3334,5695,Late Delivery,2026-04-20,Customer Refused,1,Damaged,Processed,2026-04-20,2026-04-21,1066.57,51.84,36.07,3,Yes
2829,3334,5696,Late Delivery,2026-04-17,Customer Refused,2,Damaged,Pending,2026-04-17,2026-04-18,6877.14,148.47,12.43,9,Yes
2830,3334,5697,Late Delivery,2026-04-18,Customer Refused,1,Opened,Processed,2026-04-18,2026-04-21,656.63,64.84,23.39,4,Yes
2831,3339,5703,Late Delivery,2026-06-27,Customer Refused,1,Sellable,Processed,2026-06-27,2026-06-29,34181.12,109.91,12.32,6,Yes
2832,3339,5704,Late Delivery,2026-06-27,Customer Refused,1,Damaged,Failed,2026-06-27,2026-06-29,2847.02,134.95,12.34,4,Yes
2833,3341,5707,Wrong Item,2025-12-27,Customer Refused,1,Sellable,Processed,2025-12-28,2025-12-29,13534.84,87.26,13.28,9,Yes
2834,3345,5711,Late Delivery,2025-11-29,Late Delivery,1,Sellable,Processed,2025-11-29,2025-12-02,2948.83,56.32,24.07,2,Yes
2835,3345,5712,Wrong Item,2025-11-29,Late Delivery,2,Sellable,Processed,2025-11-29,2025-12-02,4655.38,52.6,31.45,6,Yes
2836,3346,5713,Quality Issue,2026-01-15,Customer Refused,1,Damaged,Pending,2026-01-15,2026-01-18,3732.33,144.56,17.32,5,Yes
2837,3346,5714,Wrong Item,2026-01-14,Customer Refused,1,Damaged,Processed,2026-01-14,2026-01-17,1778.19,79.57,38.87,2,Yes
2838,3347,5715,Late Delivery,2026-03-21,Customer Refused,1,Sellable,Processed,2026-03-21,2026-03-24,489.72,140.46,35.54,7,Yes
2839,3348,5716,Wrong Item,2026-04-07,Customer Refused,1,Damaged,Processed,2026-04-07,2026-04-10,724.59,102.98,34.64,5,Yes
2840,3348,5717,Wrong Item,2026-04-07,Customer Refused,1,Opened,Processed,2026-04-07,2026-04-09,15467.45,112.99,37.12,9,Yes
2841,3356,5727,Wrong Item,2025-02-15,Late Delivery,1,Opened,Processed,2025-02-15,2025-02-16,28872.88,144.84,14.51,7,Yes
2842,3356,5728,Wrong Item,2025-02-15,Late Delivery,1,Damaged,Processed,2025-02-15,2025-02-18,3339.03,83.13,34.01,6,Yes
2843,3358,5730,Late Delivery,2025-07-16,Late Delivery,1,Damaged,Processed,2025-07-16,2025-07-19,3156.99,110.46,19.47,5,Yes
2844,3358,5731,Wrong Item,2025-07-20,Late Delivery,1,Opened,Pending,2025-07-20,2025-07-23,2805.39,110.86,24.49,1,Yes
2845,3362,5740,Wrong Item,2024-12-12,Late Delivery,1,Damaged,Processed,2024-12-13,2024-12-15,3203.45,55.3,31.41,1,Yes
2846,3363,5741,Wrong Item,2025-01-07,Customer Refused,1,Damaged,Pending,2025-01-07,2025-01-09,2832.17,128.65,38.98,3,Yes
2847,3363,5742,Quality Issue,2025-01-07,Customer Refused,1,Damaged,Processed,2025-01-07,2025-01-08,18311.46,103.92,21.92,1,Yes
2848,3364,5743,Late Delivery,2025-05-03,Late Delivery,1,Sellable,Processed,2025-05-03,2025-05-05,289.42,144.88,28.51,7,Yes
2849,3370,5751,Quality Issue,2026-03-16,Late Delivery,1,Damaged,Processed,2026-03-16,2026-03-18,2359.51,71.98,13.07,4,Yes
2850,3371,5752,Wrong Item,2026-01-03,Late Delivery,3,Damaged,Processed,2026-01-03,2026-01-06,6169.69,83.35,18.22,6,Yes
2851,3373,5754,Wrong Item,2026-01-19,Customer Refused,1,Damaged,Pending,2026-01-19,2026-01-21,47571.01,91.78,26.24,8,Yes
2852,3373,5755,Late Delivery,2026-01-17,Customer Refused,1,Damaged,Processed,2026-01-17,2026-01-20,6283.42,109.38,11.67,9,Yes
2853,3374,5756,Wrong Item,2025-08-06,Customer Refused,2,Damaged,Processed,2025-08-06,2025-08-09,8449.04,149.65,36.3,5,Yes
2854,3374,5757,Quality Issue,2025-08-03,Customer Refused,1,Sellable,Processed,2025-08-03,2025-08-05,122504.09,84.99,33.78,1,Yes
2855,3374,5758,Quality Issue,2025-08-04,Customer Refused,1,Sellable,Failed,2025-08-04,2025-08-06,2043.91,71.54,10.67,5,Yes
2856,3374,5759,Quality Issue,2025-08-04,Customer Refused,2,Damaged,Processed,2025-08-04,2025-08-07,15802.08,80.93,20.28,5,Yes
2857,3375,5760,Late Delivery,2026-01-12,Late Delivery,1,Sellable,Processed,2026-01-12,2026-01-14,2633.72,115.7,15.04,7,Yes
2858,3376,5764,Wrong Item,2026-02-01,Size/Fit Issue,1,Opened,Processed,2026-02-01,2026-02-04,3078.83,103.89,28.71,3,Yes
2859,3379,5769,Wrong Item,2025-12-25,Customer Refused,2,Sellable,Processed,2025-12-25,2025-12-26,3145.57,131.48,39.25,2,Yes
2860,3381,5775,Quality Issue,2025-05-05,Late Delivery,1,Sellable,Failed,2025-05-05,2025-05-06,1862.9,56.16,18.91,2,Yes
2861,3382,5776,Wrong Item,2025-06-28,Customer Refused,1,Opened,Pending,2025-06-28,2025-06-29,40671.19,110.79,16.5,4,Yes
2862,3382,5777,Quality Issue,2025-06-28,Customer Refused,3,Damaged,Processed,2025-06-28,2025-06-30,6116.91,97.25,28.79,2,Yes
2863,3383,5778,Quality Issue,2026-01-21,Late Delivery,2,Opened,Processed,2026-01-21,2026-01-24,1770.37,98.98,33.63,9,Yes
2864,3384,5779,Wrong Item,2026-02-17,Customer Refused,1,Damaged,Failed,2026-02-17,2026-02-18,6208.29,69.53,26.76,5,Yes
2865,3385,5780,Wrong Item,2026-03-01,Late Delivery,1,Sellable,Processed,2026-03-01,2026-03-02,3805.7,91.26,14.81,6,Yes
2866,3386,5781,Wrong Item,2026-05-13,Late Delivery,1,Damaged,Processed,2026-05-13,2026-05-15,645.28,121.59,11.82,9,Yes
2867,3386,5782,Late Delivery,2026-05-15,Late Delivery,1,Sellable,Processed,2026-05-15,2026-05-17,357.79,135.74,19.51,9,Yes
2868,3393,5791,Quality Issue,2025-11-16,Late Delivery,1,Sellable,Processed,2025-11-16,2025-11-17,5092.96,62.66,21.28,1,Yes
2869,3393,5792,Quality Issue,2025-11-14,Late Delivery,1,Opened,Pending,2025-11-14,2025-11-17,131443.04,130.16,35.76,7,Yes
2870,3393,5793,Quality Issue,2025-11-16,Late Delivery,1,Sellable,Processed,2025-11-16,2025-11-18,3227.95,144.17,31.42,3,Yes
2871,3393,5794,Late Delivery,2025-11-14,Late Delivery,1,Sellable,Pending,2025-11-14,2025-11-16,2387.8,119.78,29.61,9,Yes
2872,3393,5795,Late Delivery,2025-11-14,Late Delivery,1,Damaged,Processed,2025-11-14,2025-11-15,2584.77,144.01,21.74,7,Yes
2873,3394,5796,Wrong Item,2025-03-14,Late Delivery,1,Sellable,Failed,2025-03-14,2025-03-17,2360.32,82.79,32.92,2,Yes
2874,3394,5797,Wrong Item,2025-03-13,Late Delivery,1,Damaged,Processed,2025-03-13,2025-03-15,24569.14,71.17,30.3,3,Yes
2875,3394,5798,Late Delivery,2025-03-13,Late Delivery,1,Opened,Processed,2025-03-13,2025-03-14,2674.52,109.24,38.37,1,Yes
2876,3395,5799,Quality Issue,2025-09-26,Customer Refused,2,Damaged,Processed,2025-09-26,2025-09-28,7825.38,100.79,32.74,3,Yes
2877,3395,5800,Quality Issue,2025-09-28,Customer Refused,1,Opened,Pending,2025-09-28,2025-10-01,6849.54,73.73,19.19,2,Yes
2878,3397,5802,Wrong Item,2025-08-17,Customer Refused,1,Damaged,Processed,2025-08-17,2025-08-19,188.03,107.17,30.99,5,Yes
2879,3401,5807,Late Delivery,2025-04-07,Late Delivery,2,Damaged,Processed,2025-04-08,2025-04-09,5064.26,139.31,12.37,7,Yes
2880,3401,5808,Wrong Item,2025-04-04,Late Delivery,1,Damaged,Processed,2025-04-05,2025-04-07,32947.49,137.75,33.91,9,Yes
2881,3403,5810,Late Delivery,2025-06-05,Size/Fit Issue,1,Opened,Processed,2025-06-06,2025-06-08,1977.54,79.36,32.05,3,Yes
2882,3404,5811,Late Delivery,2026-02-25,Customer Refused,1,Damaged,Processed,2026-02-25,2026-02-28,1518.07,61.98,22.74,7,Yes
2883,3405,5812,Quality Issue,2026-01-17,Customer Refused,1,Sellable,Processed,2026-01-17,2026-01-20,3613.87,126.85,16.78,5,Yes
2884,3406,5813,Wrong Item,2026-02-25,Customer Refused,1,Opened,Processed,2026-02-25,2026-02-28,1464.98,95.97,10.2,4,Yes
2885,3406,5814,Late Delivery,2026-02-25,Customer Refused,1,Sellable,Failed,2026-02-25,2026-02-28,7185.86,73.46,15.75,7,Yes
2886,3406,5815,Wrong Item,2026-02-22,Customer Refused,1,Damaged,Processed,2026-02-22,2026-02-23,1957.25,135.36,30.86,6,Yes
2887,3406,5816,Late Delivery,2026-02-23,Customer Refused,1,Damaged,Processed,2026-02-23,2026-02-24,38676.18,140.08,21.26,4,Yes
2888,3412,5826,Wrong Item,2025-06-04,Size/Fit Issue,1,Sellable,Processed,2025-06-04,2025-06-05,2247.01,109.56,22.82,8,Yes
2889,3413,5827,Quality Issue,2025-10-04,Late Delivery,2,Sellable,Processed,2025-10-04,2025-10-06,309412.78,54.38,35.31,7,Yes
